timestamp,amenity_id,type,name,location_x,location_y,avg_wait_time_min
2026-03-25 10:00:00,F01,food,Food Court 1,15,50,11.1
2026-03-25 10:00:00,F02,food,Food Court 2,85,50,12.4
2026-03-25 10:00:00,F03,food,Food Court 3,50,85,12.7
2026-03-25 10:00:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:00:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:00:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:01:00,F01,food,Food Court 1,15,50,13.3
2026-03-25 10:01:00,F02,food,Food Court 2,85,50,10.7
2026-03-25 10:01:00,F03,food,Food Court 3,50,85,12.3
2026-03-25 10:01:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:01:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:01:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:02:00,F01,food,Food Court 1,15,50,11.9
2026-03-25 10:02:00,F02,food,Food Court 2,85,50,8.5
2026-03-25 10:02:00,F03,food,Food Court 3,50,85,13.1
2026-03-25 10:02:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:02:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:02:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:03:00,F01,food,Food Court 1,15,50,10.9
2026-03-25 10:03:00,F02,food,Food Court 2,85,50,12.0
2026-03-25 10:03:00,F03,food,Food Court 3,50,85,9.1
2026-03-25 10:03:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:03:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:03:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:04:00,F01,food,Food Court 1,15,50,12.0
2026-03-25 10:04:00,F02,food,Food Court 2,85,50,11.5
2026-03-25 10:04:00,F03,food,Food Court 3,50,85,13.2
2026-03-25 10:04:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:04:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:04:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:05:00,F01,food,Food Court 1,15,50,12.7
2026-03-25 10:05:00,F02,food,Food Court 2,85,50,11.9
2026-03-25 10:05:00,F03,food,Food Court 3,50,85,11.6
2026-03-25 10:05:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:05:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:05:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:06:00,F01,food,Food Court 1,15,50,7.9
2026-03-25 10:06:00,F02,food,Food Court 2,85,50,10.2
2026-03-25 10:06:00,F03,food,Food Court 3,50,85,9.9
2026-03-25 10:06:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:06:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:06:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:07:00,F01,food,Food Court 1,15,50,14.1
2026-03-25 10:07:00,F02,food,Food Court 2,85,50,11.6
2026-03-25 10:07:00,F03,food,Food Court 3,50,85,9.5
2026-03-25 10:07:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:07:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:07:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:08:00,F01,food,Food Court 1,15,50,9.2
2026-03-25 10:08:00,F02,food,Food Court 2,85,50,9.6
2026-03-25 10:08:00,F03,food,Food Court 3,50,85,10.4
2026-03-25 10:08:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:08:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:08:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:09:00,F01,food,Food Court 1,15,50,13.0
2026-03-25 10:09:00,F02,food,Food Court 2,85,50,10.5
2026-03-25 10:09:00,F03,food,Food Court 3,50,85,13.4
2026-03-25 10:09:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:09:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:09:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:10:00,F01,food,Food Court 1,15,50,9.4
2026-03-25 10:10:00,F02,food,Food Court 2,85,50,9.3
2026-03-25 10:10:00,F03,food,Food Court 3,50,85,11.9
2026-03-25 10:10:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:10:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:10:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:11:00,F01,food,Food Court 1,15,50,10.3
2026-03-25 10:11:00,F02,food,Food Court 2,85,50,13.6
2026-03-25 10:11:00,F03,food,Food Court 3,50,85,12.6
2026-03-25 10:11:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:11:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:11:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:12:00,F01,food,Food Court 1,15,50,11.3
2026-03-25 10:12:00,F02,food,Food Court 2,85,50,9.7
2026-03-25 10:12:00,F03,food,Food Court 3,50,85,10.4
2026-03-25 10:12:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:12:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:12:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:13:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:13:00,F02,food,Food Court 2,85,50,9.6
2026-03-25 10:13:00,F03,food,Food Court 3,50,85,12.6
2026-03-25 10:13:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:13:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:13:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:14:00,F01,food,Food Court 1,15,50,10.3
2026-03-25 10:14:00,F02,food,Food Court 2,85,50,10.7
2026-03-25 10:14:00,F03,food,Food Court 3,50,85,8.3
2026-03-25 10:14:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:14:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:14:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:15:00,F01,food,Food Court 1,15,50,8.6
2026-03-25 10:15:00,F02,food,Food Court 2,85,50,12.7
2026-03-25 10:15:00,F03,food,Food Court 3,50,85,11.4
2026-03-25 10:15:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:15:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:15:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:16:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:16:00,F02,food,Food Court 2,85,50,11.1
2026-03-25 10:16:00,F03,food,Food Court 3,50,85,12.3
2026-03-25 10:16:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:16:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:16:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:17:00,F01,food,Food Court 1,15,50,13.4
2026-03-25 10:17:00,F02,food,Food Court 2,85,50,10.4
2026-03-25 10:17:00,F03,food,Food Court 3,50,85,9.7
2026-03-25 10:17:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:17:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:17:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:18:00,F01,food,Food Court 1,15,50,10.9
2026-03-25 10:18:00,F02,food,Food Court 2,85,50,11.9
2026-03-25 10:18:00,F03,food,Food Court 3,50,85,12.7
2026-03-25 10:18:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:18:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:18:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:19:00,F01,food,Food Court 1,15,50,9.7
2026-03-25 10:19:00,F02,food,Food Court 2,85,50,10.6
2026-03-25 10:19:00,F03,food,Food Court 3,50,85,10.4
2026-03-25 10:19:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:19:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:19:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:20:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:20:00,F02,food,Food Court 2,85,50,13.9
2026-03-25 10:20:00,F03,food,Food Court 3,50,85,12.3
2026-03-25 10:20:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:20:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:20:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:21:00,F01,food,Food Court 1,15,50,8.8
2026-03-25 10:21:00,F02,food,Food Court 2,85,50,13.5
2026-03-25 10:21:00,F03,food,Food Court 3,50,85,11.5
2026-03-25 10:21:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:21:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:21:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:22:00,F01,food,Food Court 1,15,50,12.8
2026-03-25 10:22:00,F02,food,Food Court 2,85,50,11.9
2026-03-25 10:22:00,F03,food,Food Court 3,50,85,11.3
2026-03-25 10:22:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:22:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:22:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:23:00,F01,food,Food Court 1,15,50,12.9
2026-03-25 10:23:00,F02,food,Food Court 2,85,50,10.6
2026-03-25 10:23:00,F03,food,Food Court 3,50,85,9.9
2026-03-25 10:23:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:23:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:23:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:24:00,F01,food,Food Court 1,15,50,12.3
2026-03-25 10:24:00,F02,food,Food Court 2,85,50,12.8
2026-03-25 10:24:00,F03,food,Food Court 3,50,85,10.4
2026-03-25 10:24:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:24:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:24:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:25:00,F01,food,Food Court 1,15,50,11.5
2026-03-25 10:25:00,F02,food,Food Court 2,85,50,10.3
2026-03-25 10:25:00,F03,food,Food Court 3,50,85,13.0
2026-03-25 10:25:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:25:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:25:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:26:00,F01,food,Food Court 1,15,50,12.8
2026-03-25 10:26:00,F02,food,Food Court 2,85,50,11.4
2026-03-25 10:26:00,F03,food,Food Court 3,50,85,11.4
2026-03-25 10:26:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:26:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:26:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:27:00,F01,food,Food Court 1,15,50,12.2
2026-03-25 10:27:00,F02,food,Food Court 2,85,50,11.1
2026-03-25 10:27:00,F03,food,Food Court 3,50,85,13.2
2026-03-25 10:27:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:27:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:27:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:28:00,F01,food,Food Court 1,15,50,13.9
2026-03-25 10:28:00,F02,food,Food Court 2,85,50,14.7
2026-03-25 10:28:00,F03,food,Food Court 3,50,85,15.2
2026-03-25 10:28:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:28:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:28:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:29:00,F01,food,Food Court 1,15,50,11.6
2026-03-25 10:29:00,F02,food,Food Court 2,85,50,9.3
2026-03-25 10:29:00,F03,food,Food Court 3,50,85,10.7
2026-03-25 10:29:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:29:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:29:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:30:00,F01,food,Food Court 1,15,50,13.5
2026-03-25 10:30:00,F02,food,Food Court 2,85,50,11.4
2026-03-25 10:30:00,F03,food,Food Court 3,50,85,10.8
2026-03-25 10:30:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:30:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:30:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:31:00,F01,food,Food Court 1,15,50,12.0
2026-03-25 10:31:00,F02,food,Food Court 2,85,50,14.3
2026-03-25 10:31:00,F03,food,Food Court 3,50,85,13.2
2026-03-25 10:31:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:31:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:31:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:32:00,F01,food,Food Court 1,15,50,10.7
2026-03-25 10:32:00,F02,food,Food Court 2,85,50,12.2
2026-03-25 10:32:00,F03,food,Food Court 3,50,85,14.9
2026-03-25 10:32:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:32:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:32:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:33:00,F01,food,Food Court 1,15,50,15.0
2026-03-25 10:33:00,F02,food,Food Court 2,85,50,9.4
2026-03-25 10:33:00,F03,food,Food Court 3,50,85,13.9
2026-03-25 10:33:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:33:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:33:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:34:00,F01,food,Food Court 1,15,50,13.1
2026-03-25 10:34:00,F02,food,Food Court 2,85,50,13.6
2026-03-25 10:34:00,F03,food,Food Court 3,50,85,11.7
2026-03-25 10:34:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:34:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:34:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:35:00,F01,food,Food Court 1,15,50,13.0
2026-03-25 10:35:00,F02,food,Food Court 2,85,50,12.5
2026-03-25 10:35:00,F03,food,Food Court 3,50,85,13.6
2026-03-25 10:35:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:35:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:35:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:36:00,F01,food,Food Court 1,15,50,10.4
2026-03-25 10:36:00,F02,food,Food Court 2,85,50,13.1
2026-03-25 10:36:00,F03,food,Food Court 3,50,85,10.9
2026-03-25 10:36:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:36:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:36:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:37:00,F01,food,Food Court 1,15,50,12.1
2026-03-25 10:37:00,F02,food,Food Court 2,85,50,10.6
2026-03-25 10:37:00,F03,food,Food Court 3,50,85,15.1
2026-03-25 10:37:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:37:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:37:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:38:00,F01,food,Food Court 1,15,50,13.2
2026-03-25 10:38:00,F02,food,Food Court 2,85,50,13.2
2026-03-25 10:38:00,F03,food,Food Court 3,50,85,15.3
2026-03-25 10:38:00,R01,rest_area,Rest Area 1,20,80,0.0
2026-03-25 10:38:00,R02,rest_area,Rest Area 2,80,20,0.0
2026-03-25 10:38:00,R03,rest_area,Rest Area 3,50,50,0.0
2026-03-25 10:39:00,F01,food,Food Court 1,15,50,10.6
2026-03-25 10:39:00,F02,food,Food Court 2,85,50,12.3
2026-03-25 10:39:00,F03,food,Food Court 3,50,85,10.4
